pg_indexes,4,tablespace,name
pg_indexes,5,indexdef,text
pg_stats,1,schemaname,name
pg_stats,2,tablename,name
pg_stats,3,attname,name
pg_stats,4,inherited,boolean
pg_stats,5,null_frac,real
pg_stats,6,avg_width,integer
pg_stats,7,n_distinct,real
pg_stats,8,most_common_vals,anyarray
pg_stats,9,most_common_freqs,ARRAY
pg_stats,10,histogram_bounds,anyarray
pg_stats,11,correlation,real
pg_stats,12,most_common_elems,anyarray
pg_stats,13,most_common_elem_freqs,ARRAY
pg_stats,14,elem_count_histogram,ARRAY
pg_locks,1,locktype,text
pg_locks,2,database,oid
pg_locks,3,relation,oid
pg_locks,4,page,integer
pg_locks,5,tuple,smallint
pg_locks,6,virtualxid,text
pg_locks,7,transactionid,xid
pg_locks,8,classid,oid
pg_locks,9,objid,oid
pg_locks,10,objsubid,smallint
pg_locks,11,virtualtransaction,text
pg_locks,12,pid,integer
pg_locks,13,mode,text
pg_locks,14,granted,boolean
pg_locks,15,fastpath,boolean
pg_cursors,1,name,text
pg_cursors,2,statement,text
pg_cursors,3,is_holdable,boolean
pg_cursors,4,is_binary,boolean
pg_cursors,5,is_scrollable,boolean
pg_cursors,6,creation_time,timestamp with time zone
pg_available_extensions,1,name,name
pg_available_extensions,2,default_version,text
pg_available_extensions,3,installed_version,text
pg_available_extensions,4,comment,text
pg_available_extension_versions,1,name,name
pg_available_extension_versions,2,version,text
pg_available_extension_versions,3,installed,boolean
pg_available_extension_versions,4,superuser,boolean
pg_available_extension_versions,5,relocatable,boolean
pg_available_extension_versions,6,schema,name
pg_available_extension_versions,7,requires,ARRAY
pg_available_extension_versions,8,comment,text
pg_prepared_xacts,1,transaction,xid
pg_prepared_xacts,2,gid,text
pg_prepared_xacts,3,prepared,timestamp with time zone
pg_prepared_xacts,4,owner,name
pg_prepared_xacts,5,database,name
pg_prepared_statements,1,name,text
pg_prepared_statements,2,statement,text
pg_prepared_statements,3,prepare_time,timestamp with time zone
pg_prepared_statements,4,parameter_types,ARRAY
pg_prepared_statements,5,from_sql,boolean
pg_seclabels,1,objoid,oid
pg_seclabels,2,classoid,oid
pg_seclabels,3,objsubid,integer
pg_seclabels,4,objtype,text
pg_seclabels,5,objnamespace,oid
pg_seclabels,6,objname,text
pg_seclabels,7,provider,text
pg_seclabels,8,label,text
pg_settings,1,name,text
pg_settings,2,setting,text
pg_settings,3,unit,text
pg_settings,4,category,text
pg_settings,5,short_desc,text
pg_settings,6,extra_desc,text
pg_settings,7,context,text
pg_settings,8,vartype,text
pg_settings,9,source,text
pg_settings,10,min_val,text
pg_settings,11,max_val,text
pg_settings,12,enumvals,ARRAY
pg_settings,13,boot_val,text
pg_settings,14,reset_val,text
pg_settings,15,sourcefile,text
pg_settings,16,sourceline,integer
pg_settings,17,pending_restart,boolean
pg_file_settings,1,sourcefile,text
pg_file_settings,2,sourceline,integer
pg_file_settings,3,seqno,integer
pg_file_settings,4,name,text
pg_file_settings,5,setting,text
pg_file_settings,6,applied,boolean
pg_file_settings,7,error,text
pg_timezone_abbrevs,1,abbrev,text
pg_timezone_abbrevs,2,utc_offset,interval
pg_timezone_abbrevs,3,is_dst,boolean
pg_timezone_names,1,name,text
pg_timezone_names,2,abbrev,text
pg_timezone_names,3,utc_offset,interval
pg_timezone_names,4,is_dst,boolean
pg_stat_all_tables,1,relid,oid
pg_stat_all_tables,2,schemaname,name
pg_stat_all_tables,3,relname,name
pg_stat_all_tables,4,seq_scan,bigint
pg_stat_all_tables,5,seq_tup_read,bigint
pg_stat_all_tables,6,idx_scan,bigint
pg_stat_all_tables,7,idx_tup_fetch,bigint
pg_stat_all_tables,8,n_tup_ins,bigint
pg_stat_all_tables,9,n_tup_upd,bigint
pg_stat_all_tables,10,n_tup_del,bigint
pg_stat_all_tables,11,n_tup_hot_upd,bigint
pg_stat_all_tables,12,n_live_tup,bigint
pg_stat_all_tables,13,n_dead_tup,bigint
pg_stat_all_tables,14,n_mod_since_analyze,bigint
pg_stat_all_tables,15,last_vacuum,timestamp with time zone
pg_stat_all_tables,16,last_autovacuum,timestamp with time zone
pg_stat_all_tables,17,last_analyze,timestamp with time zone
pg_stat_all_tables,18,last_autoanalyze,timestamp with time zone
pg_stat_all_tables,19,vacuum_count,bigint
pg_stat_all_tables,20,autovacuum_count,bigint
pg_stat_all_tables,21,analyze_count,bigint
